xbins, ybins, xmin, xmax, ymin, ymax
15, 25, 0, 15, 0, 25
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   39,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 70,   0,   0,   213,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   330,   39,   0,   39,   39,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   213,   0,   213,   213,   252,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   139,   241,   276,   23,   0,   0,   39,   0,   0,   0,   0,   0,   0,   0
 0,   241,   606,   594,   571,   0,   0,   213,   0,   0,   0,   0,   0,   0,   0
 0,   346,   0,   0,   0,   23,   23,   0,   0,   0,   0,   0,   0,   0,   0
 330,   213,   23,   91,   0,   241,   241,   39,   39,   0,   0,   0,   0,   0,   0
 63,   257,   191,   257,   367,   91,   0,   23,   0,   0,   0,   0,   0,   0,   0
 412,   0,   573,   200,   200,   0,   200,   264,   0,   0,   0,   0,   0,   0,   0
 581,   633,   325,   441,   125,   325,   125,   200,   23,   39,   39,   0,   0,   0,   0
 627,   351,   351,   0,   0,   456,   91,   125,   0,   23,   0,   0,   0,   0,   0
 244,   443,   759,   637,   257,   0,   180,   0,   0,   0,   0,   0,   0,   0,   0
 276,   1353,   424,   625,   468,   0,   276,   0,   0,   0,   23,   39,   0,   0,   0
 379,   607,   323,   0,   106,   6,   6,   180,   0,   0,   0,   0,   0,   0,   0
 1405,   361,   833,   677,   0,   106,   0,   276,   0,   0,   0,   0,   39,   0,   0
 779,   545,   556,   197,   343,   257,   106,   276,   0,   0,   0,   0,   0,   0,   0
 696,   6,   191,   497,   298,   288,   0,   180,   276,   0,   0,   23,   0,   0,   0
 442,   902,   319,   280,   351,   63,   0,   0,   0,   0,   0,   0,   0,   0,   0
 295,   925,   0,   0,   203,   0,   0,   231,   180,   0,   0,   0,   0,   0,   0
 271,   0,   356,   0,   0,   235,   0,   106,   0,   0,   0,   0,   23,   39,   0
 782,   0,   0,   295,   191,   435,   84,   0,   106,   0,   0,   0,   0,   0,   39
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
