xbins, ybins, xmin, xmax, ymin, ymax
15, 25, 0, 15, 0, 25
 0,   105,   105,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 600,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 286,   479,   248,   105,   0,   72,   0,   72,   0,   0,   0,   0,   0,   0,   0
 0,   569,   259,   0,   72,   0,   72,   0,   0,   0,   0,   0,   0,   0,   0
 288,   0,   530,   331,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 569,   210,   0,   0,   105,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 210,   201,   72,   0,   259,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 286,   505,   510,   207,   207,   7,   0,   7,   0,   0,   0,   0,   0,   0,   0
 265,   343,   7,   479,   0,   200,   7,   0,   0,   0,   0,   0,   0,   0,   0
 0,   337,   468,   117,   479,   0,   0,   72,   0,   0,   0,   0,   0,   0,   0
 179,   238,   318,   481,   0,   266,   0,   0,   0,   0,   0,   0,   0,   0,   0
 516,   1318,   498,   169,   135,   0,   218,   0,   0,   0,   0,   0,   0,   0,   0
 47,   18,   622,   826,   635,   259,   248,   200,   0,   0,   0,   0,   0,   0,   0
 572,   131,   0,   582,   575,   0,   105,   0,   0,   0,   0,   0,   0,   0,   0
 0,   321,   18,   0,   0,   0,   0,   248,   0,   0,   0,   0,   0,   0,   0
 513,   408,   509,   59,   344,   0,   0,   305,   0,   0,   0,   0,   0,   0,   0
 396,   420,   388,   0,   0,   0,   0,   353,   0,   0,   0,   0,   0,   0,   0
 496,   392,   358,   0,   0,   825,   154,   0,   105,   0,   0,   0,   0,   0,   0
 1611,   97,   289,   329,   317,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 347,   679,   0,   231,   0,   0,   46,   46,   0,   0,   0,   0,   0,   0,   0
 799,   0,   445,   169,   255,   46,   0,   0,   0,   0,   0,   0,   0,   0,   0
 575,   67,   0,   0,   46,   0,   213,   154,   0,   0,   0,   0,   0,   0,   0
 787,   138,   361,   1,   0,   31,   0,   31,   0,   105,   0,   0,   0,   0,   0
 388,   327,   327,   0,   0,   138,   344,   228,   294,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
