11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
4,15,24,18,23,0,4,19.5,10.25,
3,22,23,16,18,0,2,22.3333,0.222222,
11,6,23,0,23,2,9,13.4545,26.6116,
2,22,22,21,22,0,1,22,0,
1,21,21,21,21,0,1,21,0,
2,24,24,2,6,0,1,24,0,
