xbins, ybins, xmin, xmax, ymin, ymax
15, 25, 0, 15, 0, 25
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   234,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   234,   0,   234,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   91,   91,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 49,   0,   0,   107,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   362,   0,   0,   16,   16,   16,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   16,   0,   0,   0,   0,   0,   0,   0
 0,   65,   251,   65,   8,   178,   0,   16,   0,   0,   0,   0,   0,   0,   0
 0,   207,   158,   453,   235,   0,   0,   0,   16,   0,   0,   0,   0,   0,   0
 82,   0,   582,   150,   275,   0,   178,   0,   0,   0,   0,   0,   0,   0,   0
 57,   258,   128,   386,   258,   0,   0,   178,   0,   0,   0,   0,   0,   0,   0
 128,   493,   356,   49,   128,   509,   275,   0,   0,   0,   0,   0,   0,   0,   0
 206,   818,   0,   0,   0,   128,   128,   0,   0,   0,   0,   0,   0,   0,   0
 120,   178,   0,   195,   0,   0,   0,   128,   0,   0,   0,   0,   0,   0,   0
 462,   976,   33,   106,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 909,   663,   441,   82,   0,   0,   0,   453,   0,   0,   0,   0,   0,   0,   0
 480,   165,   692,   705,   155,   364,   234,   128,   0,   0,   0,   0,   0,   0,   0
 1360,   0,   651,   218,   229,   57,   218,   357,   178,   0,   0,   0,   0,   0,   0
 872,   101,   0,   117,   574,   161,   0,   212,   0,   0,   0,   0,   0,   0,   0
 376,   0,   165,   0,   0,   218,   49,   30,   128,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
