xbins, ybins, xmin, xmax, ymin, ymax
15, 25, 0, 15, 0, 25
 1392,   489,   377,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 60,   200,   0,   249,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 614,   972,   248,   201,   249,   249,   0,   0,   0,   0,   0,   0,   0,   0,   0
 797,   1111,   438,   349,   212,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 1369,   629,   256,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 1059,   2445,   792,   335,   166,   73,   0,   0,   0,   0,   0,   0,   0,   0,   0
 1162,   365,   1000,   248,   201,   38,   0,   0,   0,   0,   0,   0,   0,   0,   0
 1945,   762,   968,   0,   286,   294,   204,   0,   0,   0,   0,   0,   0,   0,   0
 771,   0,   1156,   644,   381,   0,   128,   0,   0,   0,   0,   0,   0,   0,   0
 988,   641,   203,   1008,   82,   0,   0,   128,   0,   0,   0,   0,   0,   0,   0
 541,   1536,   971,   1060,   347,   235,   249,   235,   0,   0,   0,   0,   0,   0,   0
 965,   357,   832,   1063,   688,   356,   235,   38,   0,   0,   0,   0,   0,   0,   0
 1172,   722,   977,   1032,   822,   621,   424,   363,   235,   0,   0,   0,   0,   0,   0
 323,   108,   0,   0,   217,   191,   0,   38,   0,   0,   0,   0,   0,   0,   0
 744,   792,   360,   203,   750,   525,   0,   249,   38,   0,   0,   0,   0,   0,   0
 0,   0,   464,   505,   0,   179,   191,   19,   0,   0,   0,   0,   0,   0,   0
 466,   0,   7,   0,   203,   203,   203,   19,   0,   0,   0,   0,   0,   0,   0
 57,   153,   301,   0,   678,   263,   0,   203,   0,   0,   0,   0,   0,   0,   0
 41,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 16,   0,   0,   323,   156,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   179,   60,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   60,   0,   0,   0,   0,   0,   0,   0
 154,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
