xbins, ybins, xmin, xmax, ymin, ymax
15, 25, 0, 15, 0, 25
 117,   0,   117,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   117,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   75,   389,   16,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   314,   0,   75,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   565,   0,   168,   0,   0,   303,   303,   0,   0,   0,   0,   0,   0,   0
 286,   0,   224,   0,   324,   75,   0,   303,   0,   0,   0,   0,   0,   0,   0
 0,   549,   442,   0,   314,   455,   75,   0,   0,   0,   0,   0,   0,   0,   0
 0,   99,   168,   735,   303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 43,   310,   576,   0,   169,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 27,   0,   0,   27,   263,   217,   0,   0,   0,   0,   0,   0,   0,   0,   0
 688,   755,   522,   236,   91,   279,   126,   201,   0,   0,   0,   0,   0,   0,   0
 217,   755,   401,   211,   0,   27,   134,   402,   303,   75,   0,   0,   0,   0,   0
 436,   255,   227,   0,   190,   0,   263,   362,   236,   0,   0,   0,   0,   0,   0
 517,   566,   65,   190,   211,   0,   152,   0,   75,   0,   75,   0,   0,   0,   0
 1034,   505,   477,   117,   117,   307,   0,   70,   0,   0,   0,   0,   0,   0,   0
 190,   254,   0,   0,   0,   525,   190,   27,   0,   236,   0,   0,   0,   0,   0
 357,   585,   322,   819,   104,   0,   0,   243,   126,   0,   236,   236,   0,   0,   0
 550,   610,   1250,   423,   492,   227,   211,   43,   27,   27,   0,   75,   0,   0,   0
 697,   270,   308,   742,   0,   104,   227,   373,   0,   0,   0,   0,   236,   0,   0
 821,   342,   162,   357,   322,   494,   857,   322,   43,   0,   0,   0,   0,   0,   0
 186,   0,   342,   295,   0,   0,   0,   104,   0,   43,   0,   0,   0,   75,   0
 922,   142,   138,   0,   332,   0,   0,   0,   0,   0,   43,   43,   75,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
