xbins, ybins, xmin, xmax, ymin, ymax
15, 25, 0, 15, 0, 25
 1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   175,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   26,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   0,   0,   201,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   175,   0,   0,   175,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   27,   0,   0,   26,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 299,   0,   0,   0,   0,   175,   0,   0,   0,   0,   0,   0,   0,   0,   0
 122,   0,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 719,   0,   287,   57,   151,   26,   175,   0,   0,   0,   0,   0,   0,   0,   0
 26,   500,   0,   151,   0,   0,   26,   175,   0,   0,   0,   0,   0,   0,   0
 324,   333,   166,   291,   0,   151,   0,   26,   0,   0,   0,   0,   0,   0,   0
 226,   372,   442,   0,   0,   0,   151,   0,   0,   0,   0,   0,   0,   0,   0
 0,   166,   118,   0,   0,   0,   0,   26,   0,   0,   0,   0,   0,   0,   0
 187,   118,   0,   0,   291,   0,   0,   151,   0,   0,   0,   0,   0,   0,   0
 440,   584,   668,   0,   0,   291,   0,   0,   0,   0,   0,   0,   0,   0,   0
 781,   460,   0,   324,   0,   0,   0,   151,   0,   0,   0,   0,   0,   0,   0
 344,   625,   75,   118,   57,   0,   291,   0,   0,   0,   0,   0,   0,   0,   0
 317,   75,   596,   304,   0,   0,   0,   291,   0,   0,   0,   0,   0,   0,   0
 1158,   319,   304,   0,   324,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 0,   335,   193,   575,   75,   57,   0,   0,   0,   0,   0,   0,   0,   0,   0
 481,   659,   554,   344,   281,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
 1094,   188,   100,   281,   270,   75,   0,   0,   26,   0,   0,   0,   0,   0,   0
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
